BX,BY,asp1
353,314.75,Dorsal_bladder
344.75,312,Dorsal_bladder
337.625,310.125,Dorsal_bladder
333.125,309,Dorsal_bladder
328.625,308.75,Dorsal_bladder
327.125,308.5,Dorsal_bladder
325.25,307.75,Dorsal_bladder
320.25,307.125,Dorsal_bladder
318.625,307.875,Dorsal_bladder
317.5,306.875,Dorsal_bladder
315.75,306.375,Dorsal_bladder
310.375,307.125,Dorsal_bladder
308.375,307.375,Dorsal_bladder
305.25,307.25,Dorsal_bladder
301.125,306.375,Dorsal_bladder
297.125,306.25,Dorsal_bladder
294,306.375,Dorsal_bladder
290.5,305.75,Dorsal_bladder
285.375,305.125,Dorsal_bladder
281,304.25,Dorsal_bladder
276.25,303.625,Dorsal_bladder
272.125,302.875,Dorsal_bladder
268.625,302.75,Dorsal_bladder
263.875,302.375,Dorsal_bladder
255.125,302.625,Dorsal_bladder
247.125,303.125,Dorsal_bladder
240.125,303.625,Dorsal_bladder
237,303.875,Dorsal_bladder
232.625,304.125,Dorsal_bladder
229.875,304.125,Dorsal_bladder
225.25,304.25,Dorsal_bladder
222.375,304.25,Dorsal_bladder
218.75,304.125,Dorsal_bladder
212.375,304.375,Dorsal_bladder
209.375,304.25,Dorsal_bladder
205.625,304.25,Dorsal_bladder
201.75,304.5,Dorsal_bladder
198,304.375,Dorsal_bladder
193.875,304.375,Dorsal_bladder
191.25,304.375,Dorsal_bladder
187.5,304.25,Dorsal_bladder
185.625,304,Dorsal_bladder
181.875,303.875,Dorsal_bladder
179.25,303.875,Dorsal_bladder
176.75,304.625,Dorsal_bladder
175.25,304.75,Dorsal_bladder
172.875,304.75,Dorsal_bladder
169.875,305.25,Dorsal_bladder
168,305.75,Dorsal_bladder
167.875,307.375,Dorsal_bladder
168.5,308.875,Dorsal_bladder
167.125,311.375,Dorsal_bladder
166,312.625,Dorsal_bladder
167,317.75,Dorsal_bladder
169.5,320.75,Dorsal_bladder
171.75,322.75,Dorsal_bladder
175,323.75,Dorsal_bladder
179.375,324.625,Dorsal_bladder
186.625,324.75,Dorsal_bladder
190.375,325.125,Dorsal_bladder
195,325.5,Dorsal_bladder
199.5,325.875,Dorsal_bladder
204.875,326.25,Dorsal_bladder
210.875,326.5,Dorsal_bladder
216.75,326.5,Dorsal_bladder
220.5,326.375,Dorsal_bladder
225.625,326.25,Dorsal_bladder
232.125,326.125,Dorsal_bladder
240.125,325.5,Dorsal_bladder
247.5,325,Dorsal_bladder
251.875,324.75,Dorsal_bladder
254.875,325.375,Dorsal_bladder
259.625,325.375,Dorsal_bladder
263.125,325.5,Dorsal_bladder
268.375,326.25,Dorsal_bladder
271.875,326.75,Dorsal_bladder
280.25,327.75,Dorsal_bladder
287,328.625,Dorsal_bladder
291.625,329.125,Dorsal_bladder
296.25,329.375,Dorsal_bladder
300.125,328.5,Dorsal_bladder
304,327.625,Dorsal_bladder
306.375,327.25,Dorsal_bladder
309.75,326.5,Dorsal_bladder
312.75,326,Dorsal_bladder
314,325.625,Dorsal_bladder
316.75,324.75,Dorsal_bladder
318.875,323.75,Dorsal_bladder
322.25,323.5,Dorsal_bladder
326,322.625,Dorsal_bladder
330.125,321.25,Dorsal_bladder
332.875,321.625,Dorsal_bladder
335.625,320,Dorsal_bladder
338.25,320.5,Dorsal_bladder
341.625,320.75,Dorsal_bladder
343,318.75,Dorsal_bladder
346.25,318,Dorsal_bladder
349.75,316.875,Dorsal_bladder
351.875,316,Dorsal_bladder
498.625,309,Dorsal_body
491.625,307.75,Dorsal_body
484.25,307.625,Dorsal_body
475.25,307.25,Dorsal_body
469.625,306.5,Dorsal_body
465.75,305.875,Dorsal_body
456,304.375,Dorsal_body
446.5,303.125,Dorsal_body
436.125,301.625,Dorsal_body
425,300.25,Dorsal_body
414,298.5,Dorsal_body
407.125,297.375,Dorsal_body
398.75,296.375,Dorsal_body
394.375,296.25,Dorsal_body
389.125,295.125,Dorsal_body
385.125,294.375,Dorsal_body
378.375,293.125,Dorsal_body
370.625,292.125,Dorsal_body
363.875,291.125,Dorsal_body
356.125,290.375,Dorsal_body
352.625,289.75,Dorsal_body
347.25,289.25,Dorsal_body
341.625,288.375,Dorsal_body
