BX,BY,asp1
338.75,294.875,Dorsal_bladder
330.75,293,Dorsal_bladder
319.5,289,Dorsal_bladder
312.375,286.75,Dorsal_bladder
307.875,285.125,Dorsal_bladder
304.375,283.5,Dorsal_bladder
298.625,282.625,Dorsal_bladder
296.375,281.75,Dorsal_bladder
294,280.5,Dorsal_bladder
290.875,280.25,Dorsal_bladder
286.375,280.125,Dorsal_bladder
282,279.25,Dorsal_bladder
277.625,277.875,Dorsal_bladder
274.875,277.25,Dorsal_bladder
271.875,276.5,Dorsal_bladder
266.875,275,Dorsal_bladder
263.125,274.625,Dorsal_bladder
258,273.5,Dorsal_bladder
253.5,272.5,Dorsal_bladder
248.875,272.375,Dorsal_bladder
245,272.125,Dorsal_bladder
239.75,272,Dorsal_bladder
236.25,272.25,Dorsal_bladder
232,272.625,Dorsal_bladder
229.625,272.875,Dorsal_bladder
224.875,273.375,Dorsal_bladder
220,274.125,Dorsal_bladder
215.25,274.625,Dorsal_bladder
211.25,275.25,Dorsal_bladder
208.25,275.75,Dorsal_bladder
205,276.125,Dorsal_bladder
202.875,276.25,Dorsal_bladder
199.375,276.625,Dorsal_bladder
196,277.125,Dorsal_bladder
193,277.375,Dorsal_bladder
188.5,277.625,Dorsal_bladder
183.625,277.875,Dorsal_bladder
180.75,278.125,Dorsal_bladder
176.625,278.625,Dorsal_bladder
173.25,278.625,Dorsal_bladder
169.375,279.375,Dorsal_bladder
166.5,279.75,Dorsal_bladder
162,280.75,Dorsal_bladder
158.625,281.25,Dorsal_bladder
154.25,282.125,Dorsal_bladder
151.25,282.5,Dorsal_bladder
147.75,283.125,Dorsal_bladder
146.25,283.375,Dorsal_bladder
142.5,283.25,Dorsal_bladder
139.75,284.25,Dorsal_bladder
137.75,285.375,Dorsal_bladder
135.25,285.625,Dorsal_bladder
131.875,286,Dorsal_bladder
129.875,287.5,Dorsal_bladder
126.25,290.875,Dorsal_bladder
126.75,293.5,Dorsal_bladder
129.625,296.5,Dorsal_bladder
132.25,298.25,Dorsal_bladder
137.625,300.625,Dorsal_bladder
141.75,301.25,Dorsal_bladder
145.125,300.875,Dorsal_bladder
148,300.125,Dorsal_bladder
152,299.75,Dorsal_bladder
155.375,299.25,Dorsal_bladder
159.75,299.5,Dorsal_bladder
162.75,299.75,Dorsal_bladder
166,299.625,Dorsal_bladder
169.625,299.5,Dorsal_bladder
174.5,299.375,Dorsal_bladder
178,299.125,Dorsal_bladder
181,299,Dorsal_bladder
185.25,298.5,Dorsal_bladder
188.625,298.25,Dorsal_bladder
193.5,298,Dorsal_bladder
196.5,298.125,Dorsal_bladder
201.5,297.75,Dorsal_bladder
204.5,297.75,Dorsal_bladder
209.375,297.625,Dorsal_bladder
212.25,297.75,Dorsal_bladder
216,297.625,Dorsal_bladder
220.25,298,Dorsal_bladder
224.75,298.125,Dorsal_bladder
229.125,298.25,Dorsal_bladder
234.625,298.75,Dorsal_bladder
238,298.75,Dorsal_bladder
242.5,298.75,Dorsal_bladder
246.875,299,Dorsal_bladder
251,298.875,Dorsal_bladder
256.125,299,Dorsal_bladder
261.375,299,Dorsal_bladder
265,298.75,Dorsal_bladder
269.125,298.5,Dorsal_bladder
272.25,298.375,Dorsal_bladder
277.125,298.25,Dorsal_bladder
281.375,298.125,Dorsal_bladder
289.125,298,Dorsal_bladder
292.25,298.75,Dorsal_bladder
295.75,298.75,Dorsal_bladder
297.5,298.75,Dorsal_bladder
302.875,299,Dorsal_bladder
306.75,298.625,Dorsal_bladder
312.5,298.5,Dorsal_bladder
318.125,298,Dorsal_bladder
323.25,297.25,Dorsal_bladder
331.375,297.75,Dorsal_bladder
336.375,297.375,Dorsal_bladder
486,304.125,Dorsal_body
481,300.625,Dorsal_body
474.875,300.125,Dorsal_body
464.125,299.125,Dorsal_body
457.625,298.625,Dorsal_body
449.875,296.625,Dorsal_body
439.625,294.125,Dorsal_body
429.875,291.375,Dorsal_body
419.125,288.625,Dorsal_body
406.625,285.375,Dorsal_body
395.125,282.625,Dorsal_body
387.375,280.875,Dorsal_body
376.875,278.375,Dorsal_body
365.375,275.375,Dorsal_body
355.625,273.125,Dorsal_body
348.875,271.625,Dorsal_body
343.875,270.125,Dorsal_body
335.125,267.625,Dorsal_body
326.875,265.875,Dorsal_body
315.375,262.625,Dorsal_body
303.875,259.625,Dorsal_body
289.375,255.625,Dorsal_body
275.625,252.125,Dorsal_body
263.875,248.875,Dorsal_body
253.375,246.625,Dorsal_body
240.125,245.625,Dorsal_body
232.875,244.875,Dorsal_body
220.375,244.625,Dorsal_body
212.375,244.875,Dorsal_body
204.375,244.875,Dorsal_body
195.375,245.375,Dorsal_body
185.875,245.875,Dorsal_body
172.625,247.125,Dorsal_body
153.875,249.625,Dorsal_body
139.375,252.375,Dorsal_body
128.875,253.625,Dorsal_body
112.25,258.875,Dorsal_body
104.5,261.125,Dorsal_body
90.25,265.125,Dorsal_body
83.5,266.375,Dorsal_body
77,266.125,Dorsal_body
70.5,267.875,Dorsal_body
66.25,270.875,Dorsal_body
