BX,BY,asp1
347.625,295,Dorsal_bladder
344.125,293.5,Dorsal_bladder
336.25,291.75,Dorsal_bladder
324.75,289.75,Dorsal_bladder
313.625,287,Dorsal_bladder
305.75,285.5,Dorsal_bladder
299.875,283.25,Dorsal_bladder
298,281.625,Dorsal_bladder
293.875,280.625,Dorsal_bladder
290.125,280,Dorsal_bladder
286.875,279.25,Dorsal_bladder
285.125,278.375,Dorsal_bladder
282.625,277.5,Dorsal_bladder
280,277,Dorsal_bladder
276,276.25,Dorsal_bladder
274.75,276.125,Dorsal_bladder
271.375,276,Dorsal_bladder
267.5,276,Dorsal_bladder
265.25,276,Dorsal_bladder
260.875,276.125,Dorsal_bladder
255.875,276.75,Dorsal_bladder
251.625,277.125,Dorsal_bladder
246.875,277.125,Dorsal_bladder
243.375,277.25,Dorsal_bladder
238.875,276.875,Dorsal_bladder
235.5,276.75,Dorsal_bladder
231.125,276.5,Dorsal_bladder
227.75,276.5,Dorsal_bladder
223.75,277,Dorsal_bladder
219.625,277.5,Dorsal_bladder
216,277.875,Dorsal_bladder
212.875,278.125,Dorsal_bladder
209.75,278.625,Dorsal_bladder
206.25,279.125,Dorsal_bladder
203.25,279.5,Dorsal_bladder
200,279.875,Dorsal_bladder
196.875,280.375,Dorsal_bladder
194.25,281,Dorsal_bladder
191,281.5,Dorsal_bladder
188,282.125,Dorsal_bladder
184.75,282.75,Dorsal_bladder
181.25,283.25,Dorsal_bladder
178,283.75,Dorsal_bladder
175,284,Dorsal_bladder
170.5,285.125,Dorsal_bladder
166.625,286,Dorsal_bladder
165.125,285.625,Dorsal_bladder
163.625,284.75,Dorsal_bladder
161.75,285.25,Dorsal_bladder
163.875,287.875,Dorsal_bladder
162.375,290.125,Dorsal_bladder
159.25,293.625,Dorsal_bladder
158.75,297.375,Dorsal_bladder
161.75,299.5,Dorsal_bladder
166.375,299.875,Dorsal_bladder
166.375,302.375,Dorsal_bladder
168.375,304,Dorsal_bladder
172.375,302.625,Dorsal_bladder
175.625,302.125,Dorsal_bladder
179.875,302.25,Dorsal_bladder
184.5,301.5,Dorsal_bladder
186.125,301.5,Dorsal_bladder
191,302,Dorsal_bladder
192.375,302,Dorsal_bladder
195.5,302.125,Dorsal_bladder
198.75,302.125,Dorsal_bladder
201.625,302,Dorsal_bladder
205,302,Dorsal_bladder
208.75,301.5,Dorsal_bladder
211.5,301.5,Dorsal_bladder
215.625,301.125,Dorsal_bladder
217.875,300.625,Dorsal_bladder
220.125,300.625,Dorsal_bladder
223,300.625,Dorsal_bladder
224.25,300.875,Dorsal_bladder
228.25,301.375,Dorsal_bladder
232,301.375,Dorsal_bladder
237.25,302.625,Dorsal_bladder
240,302.625,Dorsal_bladder
246.25,303.125,Dorsal_bladder
248.375,303.5,Dorsal_bladder
254.5,303.75,Dorsal_bladder
256.75,303.75,Dorsal_bladder
260.625,304,Dorsal_bladder
265.875,304.125,Dorsal_bladder
269.75,303.75,Dorsal_bladder
274.125,303.5,Dorsal_bladder
279.125,302.875,Dorsal_bladder
284.125,302.375,Dorsal_bladder
290,302,Dorsal_bladder
295.375,302,Dorsal_bladder
298,302.375,Dorsal_bladder
300.625,301.875,Dorsal_bladder
303.875,301.25,Dorsal_bladder
307.125,301.875,Dorsal_bladder
309.625,301.875,Dorsal_bladder
313.875,301,Dorsal_bladder
317.125,300.25,Dorsal_bladder
323,300,Dorsal_bladder
327.875,298.75,Dorsal_bladder
332.625,298,Dorsal_bladder
