BX,BY,asp1
485.5,294.25,Dorsal_body
481.75,292.375,Dorsal_body
478.125,291.25,Dorsal_body
474.625,290,Dorsal_body
472.625,289.625,Dorsal_body
469,289.25,Dorsal_body
465,288.25,Dorsal_body
460.375,287.875,Dorsal_body
454.25,286.625,Dorsal_body
448.75,286.25,Dorsal_body
444.5,285.625,Dorsal_body
439.5,285.125,Dorsal_body
432.625,284.25,Dorsal_body
428.625,283.75,Dorsal_body
425,283.375,Dorsal_body
422,283.125,Dorsal_body
418.375,282.625,Dorsal_body
414.25,282.125,Dorsal_body
410.125,281.625,Dorsal_body
404.625,281,Dorsal_body
399.875,280.625,Dorsal_body
393.75,279.875,Dorsal_body
389,279.375,Dorsal_body
384.375,279,Dorsal_body
380,278.375,Dorsal_body
376.75,278.125,Dorsal_body
373.25,277.75,Dorsal_body
370.25,277.5,Dorsal_body
368.5,277.5,Dorsal_body
365.75,276.875,Dorsal_body
363.5,276.625,Dorsal_body
360.125,276.5,Dorsal_body
356.875,276.25,Dorsal_body
353.5,276,Dorsal_body
350.25,275.75,Dorsal_body
347.25,275.375,Dorsal_body
344.875,275.25,Dorsal_body
341.75,275.25,Dorsal_body
339.25,275,Dorsal_body
336.875,274.75,Dorsal_body
333.25,274.625,Dorsal_body
330.875,274.625,Dorsal_body
327.375,274.25,Dorsal_body
324.5,274.375,Dorsal_body
321.5,274.125,Dorsal_body
319.125,274.125,Dorsal_body
316,274,Dorsal_body
314.5,273.875,Dorsal_body
311,274,Dorsal_body
308.625,273.75,Dorsal_body
304.375,273.75,Dorsal_body
299.5,273.625,Dorsal_body
295.25,273.5,Dorsal_body
290.875,273.5,Dorsal_body
286.375,273.5,Dorsal_body
283.125,273.375,Dorsal_body
280.875,273.5,Dorsal_body
277.25,273.5,Dorsal_body
273.25,273.75,Dorsal_body
269.25,273.75,Dorsal_body
265,273.875,Dorsal_body
261.25,273.875,Dorsal_body
256.375,273.875,Dorsal_body
251.625,274.125,Dorsal_body
247,274.375,Dorsal_body
243.875,274.5,Dorsal_body
240.5,274.5,Dorsal_body
237.5,274.625,Dorsal_body
235.625,274.875,Dorsal_body
234.5,275.375,Dorsal_body
232.5,275.375,Dorsal_body
228.125,275.75,Dorsal_body
225,275.875,Dorsal_body
221.875,275.875,Dorsal_body
216.625,276.375,Dorsal_body
214.125,276.75,Dorsal_body
211.875,276.75,Dorsal_body
209,276.75,Dorsal_body
204.875,277,Dorsal_body
202.875,277.125,Dorsal_body
200.25,277.5,Dorsal_body
198.375,277.625,Dorsal_body
195.25,278,Dorsal_body
192.125,278.125,Dorsal_body
189.375,278.25,Dorsal_body
186.75,278,Dorsal_body
184.875,278.125,Dorsal_body
182.625,278.75,Dorsal_body
180.75,279.5,Dorsal_body
177.875,280.875,Dorsal_body
175.875,282.125,Dorsal_body
174,283.125,Dorsal_body
172.25,283.875,Dorsal_body
171.125,284.375,Dorsal_body
168.625,284.875,Dorsal_body
165.5,285.5,Dorsal_body
161.75,286.625,Dorsal_body
158.125,288.375,Dorsal_body
155.875,289.875,Dorsal_body
154,291.125,Dorsal_body
152.875,292.75,Dorsal_body
153.5,294.625,Dorsal_body
154.875,295.75,Dorsal_body
157.375,298.125,Dorsal_body
162.625,300.75,Dorsal_body
167.5,302.625,Dorsal_body
172.25,304,Dorsal_body
174.125,304.875,Dorsal_body
177.75,307,Dorsal_body
181.25,308.625,Dorsal_body
184.25,310.625,Dorsal_body
186.75,310.5,Dorsal_body
189,310.375,Dorsal_body
191.875,311,Dorsal_body
195.75,311.875,Dorsal_body
201.625,312.625,Dorsal_body
206,313.125,Dorsal_body
210.75,313.625,Dorsal_body
217.125,314.25,Dorsal_body
222.5,314.875,Dorsal_body
228.5,315.75,Dorsal_body
230.375,315.75,Dorsal_body
233.625,316.5,Dorsal_body
237.375,316.875,Dorsal_body
243,316.5,Dorsal_body
247.25,316.5,Dorsal_body
250.875,317,Dorsal_body
255.375,317.625,Dorsal_body
260.125,318.25,Dorsal_body
266,318.625,Dorsal_body
271.375,319,Dorsal_body
276.75,318.875,Dorsal_body
281.375,319,Dorsal_body
288.375,319.125,Dorsal_body
295.875,319.25,Dorsal_body
300.125,319.25,Dorsal_body
308.625,319.125,Dorsal_body
314.875,319,Dorsal_body
320.5,318.625,Dorsal_body
326.375,318.5,Dorsal_body
332.75,318.25,Dorsal_body
340.125,317.75,Dorsal_body
349.25,317.25,Dorsal_body
357.875,316.75,Dorsal_body
366.25,315.875,Dorsal_body
371.875,315.375,Dorsal_body
377.875,315.125,Dorsal_body
381.75,314.625,Dorsal_body
384.125,314.5,Dorsal_body
388.75,314.125,Dorsal_body
392.25,313.625,Dorsal_body
397.875,313,Dorsal_body
401.875,312.5,Dorsal_body
406.5,311.875,Dorsal_body
410.75,311.375,Dorsal_body
415.75,310.625,Dorsal_body
421.375,309.75,Dorsal_body
426.625,309,Dorsal_body
432.75,307.875,Dorsal_body
437.875,306.75,Dorsal_body
442.375,306,Dorsal_body
448.625,304.75,Dorsal_body
452.75,303.875,Dorsal_body
456.25,302.75,Dorsal_body
460.125,301.75,Dorsal_body
463.125,300.875,Dorsal_body
466.625,299.875,Dorsal_body
468.875,299.375,Dorsal_body
471.875,298.625,Dorsal_body
473.25,298,Dorsal_body
475.75,297,Dorsal_body
478.375,295.625,Dorsal_body
483,295.125,Dorsal_body
449.75,296.375,Lateral_body
449.375,293.375,Lateral_body
447.25,291.375,Lateral_body
445.625,290.75,Lateral_body
442.75,290.875,Lateral_body
440.5,291.5,Lateral_body
437,291.625,Lateral_body
433.625,291.625,Lateral_body
431.25,291.625,Lateral_body
427.75,291,Lateral_body
426,290.5,Lateral_body
422.125,290,Lateral_body
419.375,289.75,Lateral_body
416.5,288.625,Lateral_body
414.5,288.375,Lateral_body
411.75,287.625,Lateral_body
408.75,287,Lateral_body
405.75,286.375,Lateral_body
400.25,284.875,Lateral_body
395,283.5,Lateral_body
391.5,282.375,Lateral_body
384,280.875,Lateral_body
380.125,279.75,Lateral_body
376.75,279.375,Lateral_body
373,278.375,Lateral_body
369.5,277.5,Lateral_body
364.25,276.875,Lateral_body
360.625,276.125,Lateral_body
356.875,275.875,Lateral_body
354.25,275.5,Lateral_body
351.375,274.875,Lateral_body
347.75,274.375,Lateral_body
345.375,273.375,Lateral_body
343,273.125,Lateral_body
339.875,272.625,Lateral_body
334.625,272.25,Lateral_body
327.75,271.625,Lateral_body
321.625,271.25,Lateral_body
316.125,270.875,Lateral_body
308.75,270.875,Lateral_body
302.75,270.375,Lateral_body
297,270,Lateral_body
292.625,270.125,Lateral_body
288.375,270.125,Lateral_body
283.25,270,Lateral_body
281.5,270,Lateral_body
278.75,270,Lateral_body
273.5,269.875,Lateral_body
265.875,270.25,Lateral_body
254.625,270.5,Lateral_body
250,270.75,Lateral_body
245.625,271.25,Lateral_body
240,271,Lateral_body
235.125,271.125,Lateral_body
233.625,270.5,Lateral_body
232,270.5,Lateral_body
227.875,271.125,Lateral_body
221.75,271.875,Lateral_body
217.75,272.375,Lateral_body
211.375,273.25,Lateral_body
205.25,274.25,Lateral_body
199.625,275,Lateral_body
194.5,276,Lateral_body
189.125,277,Lateral_body
183.5,278.125,Lateral_body
178.125,279.5,Lateral_body
172.5,280.875,Lateral_body
167,282.5,Lateral_body
163.125,283.5,Lateral_body
160.125,284.5,Lateral_body
155.875,285.625,Lateral_body
151.625,287,Lateral_body
147.5,288.5,Lateral_body
142.25,290.75,Lateral_body
140.375,291.375,Lateral_body
137.5,292.375,Lateral_body
135,293.625,Lateral_body
133.75,294.25,Lateral_body
131.625,296.25,Lateral_body
130.75,298.375,Lateral_body
129.375,304,Lateral_body
129.25,306.25,Lateral_body
130.25,308.125,Lateral_body
133.875,310,Lateral_body
138.75,312.5,Lateral_body
146.5,316,Lateral_body
151.125,317.875,Lateral_body
154.625,318.75,Lateral_body
159.125,320,Lateral_body
164.625,321.125,Lateral_body
167.25,321,Lateral_body
173.25,322.75,Lateral_body
179.375,324.125,Lateral_body
186.375,324.75,Lateral_body
193.375,325.625,Lateral_body
198.625,326.375,Lateral_body
206.375,327,Lateral_body
215.75,327.625,Lateral_body
224.5,328.625,Lateral_body
228.625,328.625,Lateral_body
242,329.625,Lateral_body
257.75,329.5,Lateral_body
267,329.75,Lateral_body
272.75,329.875,Lateral_body
281,330.125,Lateral_body
289.75,330,Lateral_body
299.75,329.625,Lateral_body
310.25,328.875,Lateral_body
319,328.25,Lateral_body
327.75,327.25,Lateral_body
335,326.375,Lateral_body
341,325.5,Lateral_body
344.75,324.625,Lateral_body
346.5,324.25,Lateral_body
350.125,322.875,Lateral_body
354.375,321.75,Lateral_body
358.375,320.625,Lateral_body
363,319.625,Lateral_body
367.25,318.625,Lateral_body
371.25,317.625,Lateral_body
376.25,316.75,Lateral_body
379.25,315.875,Lateral_body
384.375,314.75,Lateral_body
386.25,313.75,Lateral_body
390,313.125,Lateral_body
395.75,311.375,Lateral_body
395.875,310.75,Lateral_body
406.125,308.25,Lateral_body
407.875,307.75,Lateral_body
417.125,304.75,Lateral_body
418.5,304.375,Lateral_body
426.75,302.75,Lateral_body
428.625,302.25,Lateral_body
439.125,300.875,Lateral_body
441.25,301.125,Lateral_body
443.875,300.875,Lateral_body
446,301,Lateral_body
447.75,299.5,Lateral_body
448.5,298.5,Lateral_body
449.125,297.5,Lateral_body
447.5,291.5,Lateral_body
