BX,BY,asp1
344.25,303,Dorsal_bladder
339.875,301.375,Dorsal_bladder
331.75,300.375,Dorsal_bladder
327.625,300,Dorsal_bladder
322.25,300,Dorsal_bladder
318.125,299.5,Dorsal_bladder
312.75,299.5,Dorsal_bladder
306.75,299.125,Dorsal_bladder
304.875,298.625,Dorsal_bladder
303.125,297.5,Dorsal_bladder
301.125,296.375,Dorsal_bladder
295.75,295.375,Dorsal_bladder
289.875,295.5,Dorsal_bladder
285.875,295.875,Dorsal_bladder
281.5,295.5,Dorsal_bladder
279.25,295.625,Dorsal_bladder
276.875,296,Dorsal_bladder
274.375,296,Dorsal_bladder
271.625,295.875,Dorsal_bladder
269.25,294.625,Dorsal_bladder
266.625,293.625,Dorsal_bladder
259.875,294.625,Dorsal_bladder
255.25,294.5,Dorsal_bladder
249.75,294.625,Dorsal_bladder
244.25,294.125,Dorsal_bladder
239.375,294,Dorsal_bladder
233.875,294.125,Dorsal_bladder
228.625,294.125,Dorsal_bladder
222.25,294.5,Dorsal_bladder
216.625,295,Dorsal_bladder
212.625,295.625,Dorsal_bladder
208.125,295.875,Dorsal_bladder
203.875,296.25,Dorsal_bladder
201.25,297.875,Dorsal_bladder
198.75,299.875,Dorsal_bladder
194.875,304,Dorsal_bladder
199.125,310.125,Dorsal_bladder
203.875,312.625,Dorsal_bladder
207.875,314.25,Dorsal_bladder
217.125,314.125,Dorsal_bladder
222.625,313.625,Dorsal_bladder
227.875,313.375,Dorsal_bladder
233.25,313.375,Dorsal_bladder
238.625,312.625,Dorsal_bladder
243.625,312.375,Dorsal_bladder
248.625,311.875,Dorsal_bladder
254.625,312,Dorsal_bladder
260.25,311.875,Dorsal_bladder
266.125,311.5,Dorsal_bladder
272.625,311.125,Dorsal_bladder
278.625,310.875,Dorsal_bladder
284.25,309.625,Dorsal_bladder
290.75,308.625,Dorsal_bladder
295.875,307.5,Dorsal_bladder
301.375,306.875,Dorsal_bladder
306.75,306.125,Dorsal_bladder
311.625,306.625,Dorsal_bladder
317.125,306,Dorsal_bladder
322.625,306,Dorsal_bladder
327.25,305.875,Dorsal_bladder
332.875,305.5,Dorsal_bladder
338.125,305.125,Dorsal_bladder
342.375,304.875,Dorsal_bladder
343.375,304.375,Dorsal_bladder
467,296.375,Dorsal_body
458.75,295.25,Dorsal_body
442.625,295.625,Dorsal_body
429.875,295.625,Dorsal_body
418.75,295.125,Dorsal_body
404.5,293.625,Dorsal_body
391.5,291.625,Dorsal_body
374,289.125,Dorsal_body
351.75,286.625,Dorsal_body
333.75,284.125,Dorsal_body
322.5,283.125,Dorsal_body
303.75,281.875,Dorsal_body
289.25,280.125,Dorsal_body
275.25,278.875,Dorsal_body
260.5,278.125,Dorsal_body
245.5,277.375,Dorsal_body
226.75,277.125,Dorsal_body
207.75,278.875,Dorsal_body
200.25,279.375,Dorsal_body
191.75,280.625,Dorsal_body
181.5,280.625,Dorsal_body
173,280.875,Dorsal_body
164.5,282.125,Dorsal_body
160.25,280.625,Dorsal_body
153.5,280.875,Dorsal_body
150.5,281.625,Dorsal_body
146.25,284.875,Dorsal_body
144.25,285.125,Dorsal_body
124.5,290.125,Dorsal_body
117.75,293.125,Dorsal_body
111,297.625,Dorsal_body
110.25,302.125,Dorsal_body
115.75,311.375,Dorsal_body
125.25,315.625,Dorsal_body
133.75,317.875,Dorsal_body
143.25,320.875,Dorsal_body
148.75,324.875,Dorsal_body
155.75,327.125,Dorsal_body
161.75,326.375,Dorsal_body
164.5,324.125,Dorsal_body
172,325.625,Dorsal_body
187,326.125,Dorsal_body
199,326.625,Dorsal_body
218.5,328.125,Dorsal_body
231,328.625,Dorsal_body
248.5,328.875,Dorsal_body
254,328.875,Dorsal_body
266.5,327.625,Dorsal_body
282.5,325.625,Dorsal_body
306.5,323.125,Dorsal_body
328.75,320.875,Dorsal_body
356.75,318.375,Dorsal_body
379.75,316.375,Dorsal_body
401.25,314.625,Dorsal_body
419,312.125,Dorsal_body
431.5,309.625,Dorsal_body
444.5,305.875,Dorsal_body
451.75,302.375,Dorsal_body
458.75,298.875,Dorsal_body
340.5,299,Lateral_bladder
330,296.75,Lateral_bladder
319.125,295.25,Lateral_bladder
306,293.375,Lateral_bladder
299.25,293,Lateral_bladder
293.625,292.625,Lateral_bladder
285,292.25,Lateral_bladder
278.625,290.75,Lateral_bladder
266.25,288.5,Lateral_bladder
258,287.75,Lateral_bladder
244.875,286.625,Lateral_bladder
233.625,285.125,Lateral_bladder
219.375,284,Lateral_bladder
210.75,284.75,Lateral_bladder
204.375,284.75,Lateral_bladder
198.75,287.375,Lateral_bladder
204.375,291.875,Lateral_bladder
210.75,293,Lateral_bladder
217.5,296,Lateral_bladder
225.375,299,Lateral_bladder
231.75,299.375,Lateral_bladder
240.375,299,Lateral_bladder
249,299.375,Lateral_bladder
258.375,302,Lateral_bladder
268.5,303.125,Lateral_bladder
280.5,303.875,Lateral_bladder
290.25,304.25,Lateral_bladder
297,305.375,Lateral_bladder
301.875,304.625,Lateral_bladder
308.625,302.75,Lateral_bladder
321,302,Lateral_bladder
330,301.25,Lateral_bladder
336.375,300.5,Lateral_bladder
451.875,302,Lateral_body
444.375,294.875,Lateral_body
437.25,292.25,Lateral_body
427.875,291.5,Lateral_body
418.875,292.625,Lateral_body
413.625,292.625,Lateral_body
387,282.5,Lateral_body
370.875,276.5,Lateral_body
369,274.25,Lateral_body
357.75,272,Lateral_body
328.875,264.875,Lateral_body
306.75,258.875,Lateral_body
284.25,253.25,Lateral_body
275.625,253.25,Lateral_body
265.875,253.25,Lateral_body
253.5,253.25,Lateral_body
237.75,252.125,Lateral_body
229.875,252.5,Lateral_body
221.625,253.25,Lateral_body
211.5,255.125,Lateral_body
202.875,256.625,Lateral_body
194.625,258.5,Lateral_body
179.625,263,Lateral_body
167.625,268.625,Lateral_body
155.25,273.875,Lateral_body
144.375,277.625,Lateral_body
135.375,281.375,Lateral_body
123,287.375,Lateral_body
116.625,289.625,Lateral_body
110.25,293.375,Lateral_body
106.5,296.75,Lateral_body
101.25,308.375,Lateral_body
100.125,312.875,Lateral_body
109.5,317.375,Lateral_body
126.75,320.375,Lateral_body
144,322.625,Lateral_body
161.25,324.125,Lateral_body
192.375,325.25,Lateral_body
224.625,324.5,Lateral_body
271.125,325.625,Lateral_body
301.875,323.375,Lateral_body
344.25,321.875,Lateral_body
355.125,320.375,Lateral_body
364.875,322.25,Lateral_body
395.625,316.625,Lateral_body
413.625,314.375,Lateral_body
427.5,314.375,Lateral_body
440.625,313.25,Lateral_body
448.5,308.75,Lateral_body
