"","frequency","c.w","rho.w","theta","L","scale","f1","f2","sigma","TS"
"45",56000,1490,1026.8,65,0.342,0.342,-0.00063924222966209-0.00143016494605602i,-0.00481240007707267+0.002432685517346i,0.00554305433280605,-45.1250172889763
"46",57000,1490,1026.8,65,0.342,0.342,3.541344940127e-05+1.92035506391343e-03i,0.0038620788470638-0.00338299766807534i,0.00416290398502225,-47.6120721149855
"47",58000,1490,1026.8,65,0.342,0.342,0.00054750663214025-0.00203272501888147i,-0.00272865385051935+0.00419990186106871i,0.00307474529897283,-50.2438170763534
"48",59000,1490,1026.8,65,0.342,0.342,-0.00106181385252384+0.00171873509454629i,0.00146131150680181-0.00484463427705613i,0.00315132417802252,-50.0301383694963
"49",60000,1490,1026.8,65,0.342,0.342,0.00147356592462391-0.00104432191625924i,-0.000115972231756+0.00528822428692268i,0.00445575672211101,-47.0215705807843
"50",61000,1490,1026.8,65,0.342,0.342,-0.001738567590979+0.00017153883282144i,-0.00124758106553783-0.00551288390954013i,0.00611939956428768,-44.2658237750932
"51",62000,1490,1026.8,65,0.342,0.342,0.00179331761740584+0.00069513627957565i,0.002568772423792+0.0055127518513918i,0.00758720663842259,-42.3983617543201
"52",63000,1490,1026.8,65,0.342,0.342,-0.00157204272515869-0.00137478702989094i,-0.00378933322005876-0.00529395983209894i,0.00855666621618818,-41.353908178246
"53",64000,1490,1026.8,65,0.342,0.342,0.00104428163003963+0.00176019088836334i,0.0048562655304267+0.00487402741927436i,0.00887858712556691,-41.0331227844044
"54",65000,1490,1026.8,65,0.342,0.342,-0.00025297008812457-0.00183287410272683i,-0.00572450877944911-0.00428062938903909i,0.00855015663927416,-41.3605185780698
"55",66000,1490,1026.8,65,0.342,0.342,-0.00067084115389723+0.00164199199848301i,0.0063591670845798+0.00354981457368554i,0.00770142242553207,-42.2685810952316
"56",67000,1490,1026.8,65,0.342,0.342,0.00153084800263976-0.00126356724102426i,-0.00673717959237476-0.002723785307691i,0.00655780976927653,-43.6648237123198
"57",68000,1490,1026.8,65,0.342,0.342,-0.00212168303794975+0.00076445785255528i,0.0068483473786823+0.0018483702720423i,0.00540076166837982,-45.3508997478081
"58",69000,1490,1026.8,65,0.342,0.342,0.00229660069579937-0.00018964307634304i,-0.00669566637733936-0.0009703394737336i,0.00454943275441953,-46.8408549986512
"59",70000,1490,1026.8,65,0.342,0.342,-0.00201760240591438-0.00042431587071304i,0.00629495429265517+0.00013471743657633i,0.00428714431948114,-47.3566379290441
"60",71000,1490,1026.8,65,0.342,0.342,0.00136617281071416+0.00102336844554498i,-0.00567379838510703+0.0006177509336473i,0.00460965409829457,-46.726633244216
"61",72000,1490,1026.8,65,0.342,0.342,-0.00051090205408324-0.00151934823965318i,0.00486988822651135-0.00125283775848338i,0.00516582768389383,-45.7372016929567
"62",73000,1490,1026.8,65,0.342,0.342,-0.00035208082325558+0.00179922291623778i,-0.00392883093551024+0.00174464737866964i,0.00555744744945615,-45.1024927049019
"63",74000,1490,1026.8,65,0.342,0.342,0.00105880324567617-0.00176141975726829i,0.0029015741826027-0.00207690943376668i,0.00551519359163139,-45.1687847712695
"64",75000,1490,1026.8,65,0.342,0.342,-0.00151298062105739+0.00136343997334778i,-0.00184158287559123+0.00224368106617329i,0.00492589265481933,-46.1503011310085
"65",76000,1490,1026.8,65,0.342,0.342,0.00168765848819828-0.0006560595693247i,0.00080192778808054-0.0022494243414028i,0.00382620916607185,-48.3446258446281
"66",77000,1490,1026.8,65,0.342,0.342,-0.00160130426922022-0.00021615540201092i,0.00016755216929749+0.00210846154201502i,0.00237412459899013,-52.4899298421368
"67",78000,1490,1026.8,65,0.342,0.342,0.00128840118886426+0.00105256783224081i,-0.00102285795510125-0.0018438471664896i,0.000834647346971477,-61.5699396547625
"68",79000,1490,1026.8,65,0.342,0.342,-0.00078398370123879-0.00165822392135712i,0.00172806691097032+0.00148572917613377i,0.000959712219379674,-60.3571795115441
"69",80000,1490,1026.8,65,0.342,0.342,0.00012969894572381+0.00190362564606972i,-0.00225707816081041-0.00106930136118361i,0.0022851344243027,-52.8217649445675
"70",81000,1490,1026.8,65,0.342,0.342,0.00060674789458225-0.0017578104659359i,0.00259477596816601+0.00063247197747995i,0.00339354412927648,-49.3869299783576
"71",82000,1490,1026.8,65,0.342,0.342,-0.00131711302148441+0.00128355573061029i,-0.00273755371609177-0.0002133897246582i,0.00419351614198659,-47.5484336185095
"72",83000,1490,1026.8,65,0.342,0.342,0.00186005559363116-0.00060185910543943i,0.00269317774165646-0.00015202419205851i,0.00461522196994043,-46.7161481332726
"73",84000,1490,1026.8,65,0.342,0.342,-0.00209512612704658-0.00015379305455131i,-0.00248000772280271+0.0004323901651162i,0.00458360841412658,-46.775849840221
"74",85000,1490,1026.8,65,0.342,0.342,0.00193164903637273+0.00087122583736522i,0.00212562655894614-0.00060289227094384i,0.00406613922034631,-47.8163551131083
"75",86000,1490,1026.8,65,0.342,0.342,-0.00136999702945256-0.0014695060483482i,-0.00166496566727919+0.00064688773125193i,0.00314447125383196,-50.0490474231241
"76",87000,1490,1026.8,65,0.342,0.342,0.00051378641931175+0.00188868866209828i,0.00113803948668083-0.00055700768863289i,0.00212176884669323,-53.4660386299354
"77",88000,1490,1026.8,65,0.342,0.342,0.0004556850634071-0.00207491753029676i,-5.87424190068222e-04+3.35683328208108e-04i,0.00174421638772498,-55.1679927485583
"78",89000,1490,1026.8,65,0.342,0.342,-0.00133354649759412+0.0019777708507111i,5.56289874224878e-05+4.934729188239e-06i,0.00235885450576487,-52.5459769117678
"79",90000,1490,1026.8,65,0.342,0.342,0.00195133250941148-0.00156710396527488i,4.17486762446182e-04-4.436601007018e-04i,0.00310716540785123,-50.1527125351261
"80",91000,1490,1026.8,65,0.342,0.342,-0.00221823152894558+0.00086195910635765i,-7.97101353435915e-04+9.5151820421952e-04i,0.00351865490600447,-49.0724664948799
"81",92000,1490,1026.8,65,0.342,0.342,2.12941099795187e-03+4.669259812436e-05i,0.00105548661634885-0.00149348528380814i,0.0034981111887598,-49.1233278085397
"82",93000,1490,1026.8,65,0.342,0.342,-0.00174407448562245-0.00099777706826099i,-0.00117361525857007+0.00203061740681619i,0.00309510461993016,-50.186493329708
"83",94000,1490,1026.8,65,0.342,0.342,0.00114995422827266+0.00179375335221022i,0.00114222980244414-0.00252244473677389i,0.00240522322552616,-52.3768922226812
"84",95000,1490,1026.8,65,0.342,0.342,-0.00043478022737197-0.00225668009336435i,-0.00096231504419553+0.00292949038082435i,0.00155066078842159,-56.189663899674
"85",96000,1490,1026.8,65,0.342,0.342,-0.00032260621040678+0.00228440752778225i,0.00064495090361502-0.00321576523177412i,0.000985562415083143,-60.1263173380336
"86",97000,1490,1026.8,65,0.342,0.342,0.00104327745440711-0.00188269094458693i,-0.00021055863978063+0.00335109093503701i,0.00168808150164225,-55.4521317838398
"87",98000,1490,1026.8,65,0.342,0.342,-0.00163545063662515+0.00115951041288541i,-0.00031241140285606-0.00331311238031713i,0.00290381954655893,-50.7406075140445
"88",99000,1490,1026.8,65,0.342,0.342,0.00199479385263648-0.00028534386859496i,0.00088927009491826+0.00308887842745881i,0.00402214257284957,-47.9108507806811
"89",1e+05,1490,1026.8,65,0.342,0.342,-0.00202629889880735-0.00056163983792887i,-0.00148124995861799-0.00267589394566818i,0.00477331373232035,-46.4236004023975
"90",101000,1490,1026.8,65,0.342,0.342,0.00168155724590576+0.00124144721477798i,0.00204790667767+0.00208257629071964i,0.00499580157956196,-46.027896380388
"91",102000,1490,1026.8,65,0.342,0.342,-0.00099304885542655-0.00167254497873619i,-0.00254961899835046-0.00132808335520611i,0.00464265720473118,-46.6646676344072
"92",103000,1490,1026.8,65,0.342,0.342,8.477487455256e-05+1.82516603141818e-03i,0.00295003901640584+0.00044151636293615i,0.00378786805863535,-48.4321031403899
"93",104000,1490,1026.8,65,0.342,0.342,0.00085178339484109-0.00170057929190715i,-0.00321834810514801+0.00053946341767168i,0.00263606119076771,-51.5808902540619
"94",105000,1490,1026.8,65,0.342,0.342,-0.00161062202002652+0.00131471659833971i,0.00333118537944781-0.00157053095422322i,0.00173947671972325,-55.1916275851043
"95",106000,1490,1026.8,65,0.342,0.342,0.00203243704440321-0.00069840346660542i,-0.00327413492348143+0.00260300376105695i,0.00227361296278241,-52.8656692664389
"96",107000,1490,1026.8,65,0.342,0.342,-2.04865244108146e-03-8.724490316552e-05i,0.00304268391192537-0.0035864311511862i,0.00380578432354558,-48.3911165424622
"97",108000,1490,1026.8,65,0.342,0.342,0.00169087172038083+0.00093446906475438i,-0.00264259472416692+0.00447132236038399i,0.00548893046121329,-45.2102454244575
"98",109000,1490,1026.8,65,0.342,0.342,-0.00106511093629808-0.00168963842619976i,0.00208966839904258-0.00521186062705219i,0.00697713459641585,-43.1264579786661
"99",110000,1490,1026.8,65,0.342,0.342,0.00030661594587061+0.00218137977324296i,-0.00140891232659188+0.00576845012501306i,0.00802588641348459,-41.9101398183978
"100",111000,1490,1026.8,65,0.342,0.342,0.00046152175346696-0.00227071747632934i,0.00063315987269574-0.00610995115671658i,0.00845185983080517,-41.4609542816435
"101",112000,1490,1026.8,65,0.342,0.342,-0.00114803942093282+0.00190334065202438i,0.00019877832506758+0.00621547576385394i,0.00817412237630796,-41.7511772934442
"102",113000,1490,1026.8,65,0.342,0.342,0.00168817149978463-0.00113917635250647i,-0.00104432421531848-0.00607563997406259i,0.00724348769253057,-42.8010454691333
"103",114000,1490,1026.8,65,0.342,0.342,-0.00202539149899342+0.00014263027026677i,0.00185957492340182+0.00569319893268117i,0.00583818444576059,-44.6744437693148
"104",115000,1490,1026.8,65,0.342,0.342,0.00209956828039343+0.00086552534784973i,-0.0026018358279977-0.00508302548208074i,0.00424730268189294,-47.4377357625655
"105",116000,1490,1026.8,65,0.342,0.342,-0.0018558456310709-0.00167560415988284i,0.00323209627715503+0.00427142941656296i,0.0029380902988277,-50.6386972159803
"106",117000,1490,1026.8,65,0.342,0.342,0.00127413933894521+0.0021478319599227i,-0.00371730305532821-0.00329485158935257i,0.00269901889125434,-51.3758815134728
"107",118000,1490,1026.8,65,0.342,0.342,-0.00040375998957429-0.00223947000127894i,0.00403229807166941+0.0021980021908654i,0.00362877502644005,-48.8047991193413
"108",119000,1490,1026.8,65,0.342,0.342,-0.00061948891503102+0.00199328253279419i,-0.00416130585836922-0.00103154386335532i,0.00487657050945284,-46.2377098403453
"109",120000,1490,1026.8,65,0.342,0.342,0.00159055118152514-0.00149915556382863i,0.0040988822594866-0.00015055391368771i,0.00592378208916482,-44.5480185142046
"110",121000,1490,1026.8,65,0.342,0.342,-0.0022871459451373+0.00085216339732904i,-0.00385026668373928+0.00129384400813418i,0.00650178295249824,-43.7393506509833
"111",122000,1490,1026.8,65,0.342,0.342,0.00253864352947771-0.00012878119450381i,0.00343111471636957-0.00234625862221911i,0.00646249453448321,-43.7919962238626
"112",123000,1490,1026.8,65,0.342,0.342,-0.00228338984063892-0.00061033206374387i,-0.00286662376223522+0.00326083643771997i,0.00579204743991752,-44.7433577939184
"113",124000,1490,1026.8,65,0.342,0.342,0.00158950596602578+0.00129971116434008i,0.00219009966373458-0.00399816925284443i,0.00464403862730821,-46.6620835325149
"114",125000,1490,1026.8,65,0.342,0.342,-0.000630137949925-0.00185057583822625i,-0.00144104487171507+0.00452843289919653i,0.00338536803311624,-49.4078822201488
"115",126000,1490,1026.8,65,0.342,0.342,-0.00037542279474231+0.00215330125550621i,0.00066287685975252-0.00483289030210079i,0.00269496332036644,-51.3889428275104
"116",127000,1490,1026.8,65,0.342,0.342,0.00122878807781297-0.00210693494011307i,9.959256945017e-05+4.90478395391652e-03i,0.00309718489084268,-50.1806573608916
"117",128000,1490,1026.8,65,0.342,0.342,-0.00180030527269172+0.00166455083497928i,-0.00080277191620947-0.00474956915945357i,0.00403650206412927,-47.8798964219429
"118",129000,1490,1026.8,65,0.342,0.342,0.0020421813321684-0.00087132761832015i,0.00140684716454819+0.00438447627010209i,0.00492321145398818,-46.1550302139454
"119",130000,1490,1026.8,65,0.342,0.342,-0.00196982779718686-0.0001272954125664i,-0.00187813259071844-0.00383742767459164i,0.00552501839858768,-45.1533254283618
"120",131000,1490,1026.8,65,0.342,0.342,0.00162932122009307+0.00111694986503862i,0.00219107733256899+0.0031453714431936i,0.00572388225209017,-44.8461861767689
"121",132000,1490,1026.8,65,0.342,0.342,-0.00107266997991283-0.00187571038254082i,-0.00232980889435575-0.00235212618994519i,0.00542692035813077,-45.3089310358073
"122",133000,1490,1026.8,65,0.342,0.342,0.00035389075780161+0.00224110854625246i,0.00228912073599984+0.00150585907814636i,0.00458533271798891,-46.7725829170264
"123",134000,1490,1026.8,65,0.342,0.342,0.000456652318068-0.00215536674540347i,-0.00207484254825976-0.00065633939941883i,0.00324410712922979,-49.7780962528111
"124",135000,1490,1026.8,65,0.342,0.342,-0.00125533228942714+0.00167184615281616i,0.00170356697277597-0.00014787735736523i,0.00158851982073406,-55.9801472379929
"125",136000,1490,1026.8,65,0.342,0.342,0.00190450220654553-0.00092396353895657i,-0.00120174339708127+0.00086217627579226i,0.000705469779770163,-63.0304317079351
"126",137000,1490,1026.8,65,0.342,0.342,-2.25777680195903e-03+7.435662982333e-05i,0.00060418594228771-0.0014483671440237i,0.0021499459584654,-53.3514491294576
"127",138000,1490,1026.8,65,0.342,0.342,0.00220549240091455+0.0007314741294856i,4.792321898005e-05+1.87678633295236e-03i,0.00344686881037007,-49.2515049150531
"128",139000,1490,1026.8,65,0.342,0.342,-0.00172083849995444-0.00138910649003486i,-0.00070942447740444-0.00212789855296667i,0.00427498568554556,-47.381306702688
"129",140000,1490,1026.8,65,0.342,0.342,0.00088351240870158+0.0018335301809329i,0.00133383112847442+0.00219330903748852i,0.00459696056681728,-46.7505844330952
"130",141000,1490,1026.8,65,0.342,0.342,0.00013346428965338-0.00202326864834395i,-0.00187608926503192-0.00207613018332816i,0.00445441495439387,-47.024186567731
"131",142000,1490,1026.8,65,0.342,0.342,-0.00111131120200669+0.0019280049937178i,0.00229528952476974+0.00179068333723326i,0.0039026206030723,-48.1728733402527
"132",143000,1490,1026.8,65,0.342,0.342,0.00184892148765807-0.00153238724432136i,-0.00255717439972369-0.00136155418425525i,0.00297934878446305,-50.5175730421044
"133",144000,1490,1026.8,65,0.342,0.342,-0.00221670124931768+0.00085576304278965i,0.00263629511244939+0.00082205693085739i,0.0017294909291311,-55.2416342288021
"134",145000,1490,1026.8,65,0.342,0.342,2.18092438699501e-03+2.528723180155e-05i,-0.00251769072262409-0.00021219610382726i,0.000385157748532937,-68.2872272131633
"135",146000,1490,1026.8,65,0.342,0.342,-0.00179349783671059-0.00096978589486198i,0.00219798813956918-0.00042375660215218i,0.00145105930136955,-56.7662967721784
"136",147000,1490,1026.8,65,0.342,0.342,0.00115799859026666+0.00179267391554437i,-0.00168585365129836+0.00103993102593015i,0.00288136802923935,-50.808025338662
"137",148000,1490,1026.8,65,0.342,0.342,-0.00039170024016351-0.00231069105706929i,0.00100176266862654-0.0015916193133281i,0.00394970915303055,-48.0686976716961
"138",149000,1490,1026.8,65,0.342,0.342,-0.00039898821551666+0.00239760029248743i,-0.0001770926102373+0.00203796991342146i,0.00447282373555543,-46.9883643221894
"139",150000,1490,1026.8,65,0.342,0.342,0.00112346055091536-0.00202590841264836i,-0.00074741792191158-0.00234445959534643i,0.00438651622408176,-47.1576052001941
"140",151000,1490,1026.8,65,0.342,0.342,-0.00169914081084255+0.00127706303457744i,0.00172376446099889+0.00248500075585834i,0.00376214437355281,-48.4912908453873
"141",152000,1490,1026.8,65,0.342,0.342,0.00204527373032331-0.00031595073632684i,-0.00269921540360479-0.00244356189312732i,0.00283593893872403,-50.9460624857223
"142",153000,1490,1026.8,65,0.342,0.342,-0.00209015570552484-0.00065885893675633i,0.00361915720875967+0.00221520670591527i,0.00218175708442997,-53.2238721030415
"143",154000,1490,1026.8,65,0.342,0.342,0.00179335648722693+0.00146828391937842i,-0.00443009077107561-0.00180649028805867i,0.00265833617728062,-51.5078019674456
"144",155000,1490,1026.8,65,0.342,0.342,-0.00117265952362997-0.00198970288093986i,0.00508261388118053+0.00123518746510104i,0.00398208947549738,-47.9977797165177
"145",156000,1490,1026.8,65,0.342,0.342,0.0003193747832771+0.00216851239902463i,-0.00553422405794643-0.00052936639651348i,0.00546639301322796,-45.2459829474141
"146",157000,1490,1026.8,65,0.342,0.342,0.00061078940403036-0.00200834797647232i,0.00575178465213631-0.00027414201185363i,0.00675959386109945,-43.401587942653
"147",158000,1490,1026.8,65,0.342,0.342,-0.00143268486606031+0.00155287774912873i,-0.0057135145450531+0.00113179369705933i,0.0076338474439417,-42.3451304662459
"148",159000,1490,1026.8,65,0.342,0.342,0.0019808532729395-0.00087211144394292i,0.0054103870684538-0.00199578494613814i,0.00792813114728054,-42.0165834871328
"149",160000,1490,1026.8,65,0.342,0.342,-2.15370923664408e-03+5.841711538632e-05i,-0.00484685557891553+0.00281677129372165i,0.00756799947969872,-42.4203781292817
"150",161000,1490,1026.8,65,0.342,0.342,0.00193585627978617+0.00077258896287543i,0.00404085968765893-0.00354669763652297i,0.00658914354743617,-43.6234206210015
"151",162000,1490,1026.8,65,0.342,0.342,-0.00139213504523075-0.00148682343935677i,-0.00302310545980585+0.00414157844744589i,0.00515189992820999,-45.7606516282145
"152",163000,1490,1026.8,65,0.342,0.342,0.00063996438233055+0.00195039363487466i,0.00183565277921542-0.0045640691478061i,0.00359999722464315,-48.8739566808911
"153",164000,1490,1026.8,65,0.342,0.342,0.00018507221041728-0.00206128043407361i,-0.0005298813112784+0.00478568089286362i,0.00274613385979123,-51.2255659395688
"154",165000,1490,1026.8,65,0.342,0.342,-0.00095576656294219+0.00178299237900964i,-0.00083605904381816-0.00478851063532068i,0.00349911117200654,-49.1208451822253
"155",166000,1490,1026.8,65,0.342,0.342,0.00156537755893456-0.00116427516456124i,0.00220017855726231+0.00456638526860557i,0.00507481684637665,-45.8915925423573
"156",167000,1490,1026.8,65,0.342,0.342,-0.00192909889144647+0.00033295199859972i,-0.003499802845887-0.00412535141484855i,0.00662233096469716,-43.5797823655181
"157",168000,1490,1026.8,65,0.342,0.342,0.0019849682189811+0.00053681327919526i,0.00467478380938529+0.00348347917696354i,0.0077791418879191,-42.1813661421998
"158",169000,1490,1026.8,65,0.342,0.342,-0.00170263033980278-0.00127203510202489i,-0.00567059367811935-0.00266998685547933i,0.00836085937759445,-41.5549816192448
"159",170000,1490,1026.8,65,0.342,0.342,0.00110006996925877+0.00174450438975472i,0.00644113536383518+0.00172373205982409i,0.00830050853538936,-41.6179059901943
"160",171000,1490,1026.8,65,0.342,0.342,-0.00025897086517805-0.00189431489697236i,-0.00695111734007161-0.0006911506502223i,0.00765963471865407,-42.3158388200255
"161",172000,1490,1026.8,65,0.342,0.342,-0.00067484048221853+0.00172775714215126i,0.00717786468932481-0.00037624350949105i,0.00664198110035527,-43.5540472902694
"162",173000,1490,1026.8,65,0.342,0.342,0.00151489841577997-0.00129671328359283i,-0.00711246845922383+0.00142465971974867i,0.00559903212008871,-45.0377408214264
"163",174000,1490,1026.8,65,0.342,0.342,-0.00207911788994384+0.00067441596897708i,0.00676021139265269-0.00240097667925743i,0.00498935349192526,-46.0391145106971
"164",175000,1490,1026.8,65,0.342,0.342,2.24163824560406e-03+5.893338707386e-05i,-0.00614024745614111+0.00325566906236953i,0.00511720071663604,-45.8193509592957
"165",176000,1490,1026.8,65,0.342,0.342,-0.00197085348785836-0.00081645649008828i,0.00528455321270164-0.00394555009470489i,0.00580149227182454,-44.7292056388764
"166",177000,1490,1026.8,65,0.342,0.342,0.00133730662908463+0.00149788157053531i,-0.00423620872313399+0.00443617541373648i,0.00660429145658099,-43.6034753793182
"167",178000,1490,1026.8,65,0.342,0.342,-0.00048804332382241-0.00198916309744706i,0.00304710212001794-0.00470377187522868i,0.00716548396626856,-42.8950894290406
"168",179000,1490,1026.8,65,0.342,0.342,-0.00040099882569452+0.00217884984388335i,-0.00177518326261278+0.00473658107687163i,0.00724975539595672,-42.7935329223134
"169",180000,1490,1026.8,65,0.342,0.342,0.00117382354025087-0.00199083190511164i,0.00048141621840466-0.00453553977402069i,0.00673300422937744,-43.4358222545451
"170",181000,1490,1026.8,65,0.342,0.342,-0.00172516169661161+0.00142069387596575i,0.00077340361792732+0.00411425625736819i,0.00561618343885189,-45.0111743096588
